,Title,Technology Broad Category,Technology Mid-Type,Technology Sub-Type,Status,Rated Power (kW),Duration (hours),Latitude,Longitude,Black Start,Demand Response,Distribution upgrade due to solar,Distribution upgrade due to wind,Electric Bill Management,Electric Bill Management with Renewables,Electric Energy Time Shift,Electric Supply Capacity,Electric Supply Reserve Capacity - Non-Spinning,Electric Supply Reserve Capacity - Spinning,Frequency Regulation,Grid-Connected Commercial (Reliability & Quality),Grid-Connected Residential (Reliability),Load Following (Tertiary Balancing),Microgrid Capability,On-Site Power,Onsite Renewable Generation Shifting,Ramping,Renewables Capacity Firming,Renewables Energy Time Shift,Resiliency,Stationary Transmission/Distribution Upgrade Deferral,Transmission Congestion Relief,Transmission Support,Transmission upgrades due to solar,Transmission upgrades due to wind,Transportable Transmission/Distribution Upgrade Deferral,Transportation Services,Voltage Support,Unnamed: 38,Unnamed: 39,Latitude_North,Latitude_South,Longitude_East,Longitude_West,Elevation,Elevation_North,Elevation_South,Elevation_East,Elevation_West
466,"Bi-directional EV Charging Stations, LA",Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,15,1,34,-118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,,34.005,33.995,-117.995,-118.005,296.012085,240.1182709,333.3753967,302.8822937,361.7246094
467,NRECA/CRN - Distributed Energy Storage Research Project (Great River Energy),Thermal Storage,Heat Thermal Storage,Heat Thermal Storage,Operational,15,8,45.0954787,-93.44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45.1004787,45.0904787,-93.435,-93.445,279.6403198,270.7288513,282.2392273,277.9307556,283.8095398
468,NRECA/CRN - Distributed Energy Storage Research Project (Federated),Electro-chemical,Lead-acid Battery,Lead-acid Battery,Operational,5,2,44,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,44.005,43.995,0.005,-0.005,150,157.8524475,153.7253265,151.3626709,152.5371399
469,NRECA/CRN - Distributed Energy Storage Research Project (Meeker),Electro-chemical,Lead-acid Battery,Lead-acid Battery,Operational,5,2,45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45.005,44.995,0.005,-0.005,34.20942688,32.74580765,44.3779335,35.90032578,36.01839828
470,NRECA/CRN: Distributed Energy Storage Research Project (Minnesota Valley Electric),Electro-chemical,Lead-acid Battery,Lead-acid Battery,Operational,32,2,44.6671365,-93.61,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,44.6721365,44.6621365,-93.605,-93.615,282.7700195,284.6989136,283.2181091,278.7211914,277.6825562
471,NRECA/CRN - Distributed Energy Storage Research Project (Wright-Hennepin),Electro-chemical,Lead-acid Battery,Lead-acid Battery,Operational,64,2,45.0927233,-93.75,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45.0977233,45.0877233,-93.745,-93.755,285.8559265,302.1807251,284.9104004,294.0274963,289.1906738
472,New Belgium Brewery  - City of Fort Collins Utilities,Thermal Storage,Ice Thermal Storage,Ice Thermal Storage,Operational,135,6,41,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,41.005,40.995,0.005,-0.005,540,500.5617676,513.8880005,523.9776611,529.6889038
473,Northern Powergrid CLNR ESS2-1,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,100,2,55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,55.005,54.995,0.005,-0.005,-70,-69,-70,-70,-69.1111145
474,Northern Powergrid CLNR EES1,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,2500,2,54.5458828,-1.56,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,54.5508828,54.5408828,-1.555,-1.565,60.19536972,68.47714996,59.99262619,58.58611298,59.93954849
475,Northern Powergrid CLNR ESS2-2,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,100,2,56,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,56.005,55.995,0.005,-0.005,-83.97777557,-85,-82.15733337,-83.95954895,-83.97777557
476,Northern Powergrid CLNR ESS3-1,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,50,2,55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,55.005,54.995,0.005,-0.005,-70,-69,-70,-70,-69.1111145
477,Northern Powergrid CLNR EES3-2,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,50,2,56,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,56.005,55.995,0.005,-0.005,-83.97777557,-85,-82.15733337,-83.95954895,-83.97777557
478,Northern Powergrid CLNR ESS3-3,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,50,2,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,,,53.005,52.995,0.005,-0.005,4,3.873777866,4,3.155555487,4.888276577
479,Dynapower Headquarters - Enersys,Electro-chemical,Lead-acid Battery,Valve Regulated Lead-acid Battery,Operational,250,4,44,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,44.005,43.995,0.005,-0.005,150,157.8524475,153.7253265,151.3626709,152.5371399
480,Zerobase Ocean Vodka PV Microgrid,Electro-chemical,Lithium-ion Battery,Lithium Iron Phosphate Battery,Operational,100,6,21,-156,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,21.005,20.995,-155.995,-156.005,-2083.236084,-2223.408691,-1964.515381,-2181.600586,-2011.119019
481,Konterra Realty HQ (Laurel) ESS,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,500,0.6,39.087324,-76.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,39.092324,39.082324,-76.895,-76.905,103.4362183,100.803688,100.3284607,91.3681488,103.9301376
482,SCE Irvine Smart Grid Demonstration: RESU,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,56,2.5,33.6387024,-117.84,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,33.6437024,33.6337024,-117.835,-117.845,61.7415123,36.72462845,79.15467072,66.11330414,66.99118042
483,ATK Launch Systems Microgrid EaglePicher BESS,Electro-chemical,Lead-acid Battery,Advanced Lead-acid Battery,Operational,300,4,41.65921,-112.44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,41.66421,41.65421,-112.435,-112.445,1341.286987,1347.822998,1329.352661,1359.885132,1328.277832
484,Passivhaus 50kW/130kWh ESS,Electro-chemical,Lithium-ion Battery,Lithium Iron Phosphate Battery,Operational,50,2.6,46.9479222,7.44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,46.9529222,46.9429222,7.445,7.435,543.1970825,540.0872803,509.9769287,547.7449951,543.4179077
485,Arenales CSP Plant,Thermal Storage,Molten Salt Thermal Storage,Molten Salt Thermal Storage,Operational,50000,7,37.161774,-5.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,,,37.166774,37.156774,-5.535,-5.545,117.3706665,106.8727264,115.4821777,117.0787506,106.7670822
486,GE Tehachapi Wind Durathon Battery Project - Invenergy,Electro-chemical,Sodium based Battery,Sodium-nickel-chloride Battery,Operational,300,4,31.6137467,-98.57,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,31.6187467,31.6087467,-98.565,-98.575,536.4136353,533.4783325,541.4244995,540.4547729,537.2137451
487,Energy Storage Holdings - NextEra,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,1800,0.5,39.8318378,-75.19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,39.8368378,39.8268378,-75.185,-75.195,14.51337814,7.922207832,15.58766747,10.52375317,11.23252869
488,Tibet Ali 2MW/5.32MWh Microgrid,Electro-chemical,Lithium-ion Battery,Lithium Iron Phosphate Battery,Operational,2000,2.67,32.501111,80.11,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,32.506111,32.496111,80.115,80.105,4280.655762,4282.545898,4284,4288.221191,4279.828125
489,Almacena Lithium Ion Battery,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,1000,3,37.471274,-5.64,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,37.476274,37.466274,-5.635,-5.645,231.6014709,225.2614136,173.5659943,248.2653046,219.3424988
490,Casablanca Solar Power Plant,Thermal Storage,Molten Salt Thermal Storage,Molten Salt Thermal Storage,Operational,50000,7.5,39.0345808,-5.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,39.0395808,39.0295808,-5.225,-5.235,452.6060791,450.8405762,440.4781494,459.1263123,439.7765198
491,Endesa: V2G,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,80,1,36.721261,-4.42,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,,36.726261,36.716261,-4.415,-4.425,10.90111351,26.56466675,2.890831232,35.21192169,7.598370552
492,Fort Hunter Liggett Battery Storage Project,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,1000,1,36.0079494,-121.24,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,,36.0129494,36.0029494,-121.235,-121.245,319.3188477,331.5819702,314.328949,333.7074585,318.6036987
493,Green Charge Networks Lithium Ion Distributed Energy Storage System at 7-Eleven,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,100,1,41,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,41.005,40.995,0.005,-0.005,540,500.5617676,513.8880005,523.9776611,529.6889038
494,La Guardia Airport Avis Car Rental - Green Charge Networks,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,100,1.6,41,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,41.005,40.995,0.005,-0.005,540,500.5617676,513.8880005,523.9776611,529.6889038
495,Vestas Lem KÃ¦r ESS Demo 400 kW,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,400,0.25,56.0251898,8.38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,56.0301898,56.0201898,8.385,8.375,5.596707344,5.2280159,2.685070276,8.596707344,5
496,Ice Energy project at 1200 W Ogden Ave,Thermal Storage,Ice Thermal Storage,Ice Thermal Storage,Operational,10,6,42,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,42.005,41.995,0.005,-0.005,370.3999939,380,356,366.4968872,366.4781189
497,St Charles City Purchasing Department - Ice Energy,Thermal Storage,Ice Thermal Storage,Ice Thermal Storage,Operational,10,6,42,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,42.005,41.995,0.005,-0.005,370.3999939,380,356,366.4968872,366.4781189
498,Ice Energy project at 1028 Central St.,Thermal Storage,Ice Thermal Storage,Ice Thermal Storage,Operational,10,6,42,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,42.005,41.995,0.005,-0.005,370.3999939,380,356,366.4968872,366.4781189
499,Shakopee Public Utilities- Environmental Learning Center,Electro-chemical,Lead-acid Battery,Lead-acid Battery,Operational,9,2,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,45.005,44.995,0.005,-0.005,34.20942688,32.74580765,44.3779335,35.90032578,36.01839828
500,Ice Energy project at 7211 S. 16TH ST,Thermal Storage,Ice Thermal Storage,Ice Thermal Storage,Operational,10,6,33,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,33.005,32.995,0.005,-0.005,1092.533325,1091.030273,1139.063965,1158.588989,1082.688354
501,iZEUS â€“ Intelligent Zero Emission Urban System,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,De-Commissioned,150,1,48.7433425,9.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,48.7483425,48.7383425,9.325,9.315,305.4660339,322.8759766,241.6048889,315.3167114,286.4088745
502,UEP CCNY Demonstration,Electro-chemical,Flow Battery,Zinc-nickel Oxide Flow Battery,Operational,100,2,41,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,41.005,40.995,0.005,-0.005,540,500.5617676,513.8880005,523.9776611,529.6889038
503,Netlab2 Sonderbuch,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,30,0.93,48.23081,9.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,48.23581,48.22581,9.465,9.455,567.083313,542.081604,679.8008423,542.4813843,543.0845337
504,Ice Energy project at 27140 Eucalyptus Ave Suite A,Thermal Storage,Ice Thermal Storage,Ice Thermal Storage,Operational,10,6,34,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,34.005,33.995,0.005,-0.005,1013.822205,999.258667,1036.192871,1035.580566,1003.231689
505,Ice Energy project at 27130 Eucalyptus Ave Ste D,Thermal Storage,Ice Thermal Storage,Ice Thermal Storage,Operational,20,6,34,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,34.005,33.995,0.005,-0.005,1013.822205,999.258667,1036.192871,1035.580566,1003.231689
506,Ice Energy project at 27110 Eucalyptus Ave ste E,Thermal Storage,Ice Thermal Storage,Ice Thermal Storage,Operational,10,6,34,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,34.005,33.995,0.005,-0.005,1013.822205,999.258667,1036.192871,1035.580566,1003.231689
507,Ice Energy project at 27120 Eucalyptus Ave Ste B,Thermal Storage,Ice Thermal Storage,Ice Thermal Storage,Operational,20,6,34,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,34.005,33.995,0.005,-0.005,1013.822205,999.258667,1036.192871,1035.580566,1003.231689
508,Kohl&#039;s Department Store - Ice Energy,Thermal Storage,Ice Thermal Storage,Ice Thermal Storage,Operational,20,6,40.592158,-122.35,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,40.597158,40.587158,-122.345,-122.355,194.4358521,197.5169678,179.2052155,188.4546509,188.4349976
509,Ice Energy project at 950 Twin View Blvd,Thermal Storage,Ice Thermal Storage,Ice Thermal Storage,Operational,20,6,41,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,41.005,40.995,0.005,-0.005,540,500.5617676,513.8880005,523.9776611,529.6889038
